기준일,시간대구분,구분,총생활인구수
20240118,12,강서구,536461.1827
20240118,12,구로구,379911.9162
20240118,12,금천구,261157.3851
20240118,12,영등포구,589478.2894
20240118,12,동작구,322572.1591
20240118,12,관악구,393148.918
20240118,12,서초구,738246.4725
20240118,12,강남구,1145123.8
20240118,12,송파구,769056.0287
20240118,12,강동구,458780.5562
20240118,13,종로구,414086.6863
20240118,13,중구,464256.4477
20240118,13,용산구,315611.5075
20240118,13,성동구,368649.7285
20240118,13,광진구,326703.261
20240118,13,동대문구,335007.4539
20240118,13,중랑구,293473.1278
20240118,13,성북구,366421.7737
20240118,13,강북구,242101.2767
20240118,13,도봉구,227081.8424
20240118,13,노원구,428601.0483
20240118,13,은평구,354804.176
20240118,13,서대문구,397871.0686
20240118,13,마포구,485869.9017
20240118,13,양천구,332854.2757
20240118,13,강서구,535598.3023
20240118,13,구로구,378995.7131
20240118,13,금천구,260522.1875
20240118,13,영등포구,590008.9254
20240118,13,동작구,322394.7893
20240118,13,관악구,390768.7889
20240118,13,서초구,744381.1532
20240118,13,강남구,1159560.381
20240118,13,송파구,770389.4324
20240118,13,강동구,457826.9991
20240118,14,종로구,416401.3243
20240118,14,중구,462946.7167
20240118,14,용산구,314394.0609
20240118,14,성동구,367362.2897
20240118,14,광진구,328214.034
20240118,14,동대문구,334020.5225
20240118,14,중랑구,294761.8716
20240118,14,성북구,366182.1011
20240118,14,강북구,242315.8359
20240118,14,도봉구,227047.7127
20240118,14,노원구,429162.3863
20240118,14,은평구,355389.8876
20240118,14,서대문구,397997.9771
20240118,14,마포구,491075.0215
20240118,14,양천구,333039.3141
20240118,14,강서구,535519.4287
20240118,14,구로구,380075.1822
20240118,14,금천구,259435.581
20240118,14,영등포구,591442.6781
20240118,14,동작구,322351.0385
20240118,14,관악구,389931.3732
20240118,14,서초구,744851.7789
20240118,14,강남구,1163508.958
20240118,14,송파구,770079.2358
20240118,14,강동구,458799.0069
20240118,15,종로구,407020.754
20240118,15,중구,454403.3479
20240118,15,용산구,314974.7129
20240118,15,성동구,369389.0309
20240118,15,광진구,330525.6853
20240118,15,동대문구,332153.8715
20240118,15,중랑구,297500.7313
20240118,15,성북구,369542.3185
20240118,15,강북구,243948.3467
20240118,15,도봉구,229909.7418
20240118,15,노원구,430021.2021
20240118,15,은평구,359257.1725
20240118,15,서대문구,395041.3227
20240118,15,마포구,493985.0329
20240118,15,양천구,337783.6484
20240118,15,강서구,534694.7866
20240118,15,구로구,381725.7863
20240118,15,금천구,256949.701
20240118,15,영등포구,586124.3498
20240118,15,동작구,325100.9647
20240118,15,관악구,392037.1123
20240118,15,서초구,736160.1583
20240118,15,강남구,1152758.789
20240118,15,송파구,768723.605
20240118,15,강동구,461113.7758
20240118,16,종로구,389877.2234
20240118,16,중구,438039.3072
20240118,16,용산구,314363.6603
20240118,16,성동구,370162.5557
20240118,16,광진구,333072.4576
20240118,16,동대문구,329517.6031
20240118,16,중랑구,302016.7091
20240118,16,성북구,373007.9647
20240118,16,강북구,247115.3253
20240118,16,도봉구,231782.1532
20240118,16,노원구,434272.1641
20240118,16,은평구,365243.6015
20240118,16,서대문구,389405.4833
20240118,16,마포구,497083.6768
20240118,16,양천구,343007.0418
20240118,16,강서구,534254.8927
20240118,16,구로구,383677.1801
20240118,16,금천구,256605.1007
20240118,16,영등포구,578733.2961
20240118,16,동작구,328802.3975
20240118,16,관악구,397361.2447
20240118,16,서초구,726117.3608
20240118,16,강남구,1131357.464
20240118,16,송파구,767648.2992
20240118,16,강동구,464409.0279
20240118,17,종로구,367525.638
20240118,17,중구,403676.3956
20240118,17,용산구,310168.013
20240118,17,성동구,367495.1423
20240118,17,광진구,344372.5113
20240118,17,동대문구,327394.8067
20240118,17,중랑구,311457.5691
20240118,17,성북구,379935.9568
20240118,17,강북구,251272.3725
20240118,17,도봉구,236024.7445
20240118,17,노원구,443921.0381
20240118,17,은평구,376245.0989
20240118,17,서대문구,377387.3977
20240118,17,마포구,498894.9594
20240118,17,양천구,351657.7776
20240118,17,강서구,534139.6331
20240118,17,구로구,388253.4616
20240118,17,금천구,248369.3157
20240118,17,영등포구,563206.4587
20240118,17,동작구,338478.617
20240118,17,관악구,405523.6886
20240118,17,서초구,705235.3132
20240118,17,강남구,1084356.059
20240118,17,송파구,767494.7795
20240118,17,강동구,468441.084
20240118,18,종로구,333546.7717
20240118,18,중구,335915.011
20240118,18,용산구,298758.8052
20240118,18,성동구,361083.0032
20240118,18,광진구,365009.4673
20240118,18,동대문구,329881.3231
20240118,18,중랑구,325668.8622
20240118,18,성북구,392037.9461
20240118,18,강북구,260709.4192
20240118,18,도봉구,245428.1491
20240118,18,노원구,463121.2917
20240118,18,은평구,400149.7598
20240118,18,서대문구,358218.8335
20240118,18,마포구,498702.7664
20240118,18,양천구,362401.6701
20240118,18,강서구,536035.6924
20240118,18,구로구,393597.8118
20240118,18,금천구,230760.2242
20240118,18,영등포구,528620.9195
20240118,18,동작구,360374.3859
20240118,18,관악구,427857.5044
20240118,18,서초구,665812.5143
20240118,18,강남구,994745.6169
20240118,18,송파구,770180.5563
20240118,18,강동구,482644.0184
20240118,19,종로구,303238.9533
20240118,19,중구,291394.1686
20240118,19,용산구,285807.1768
20240118,19,성동구,346023.1516
20240118,19,광진구,365640.5501
20240118,19,동대문구,331341.6285
20240118,19,중랑구,337926.1015
20240118,19,성북구,403347.6602
20240118,19,강북구,270997.4821
20240118,19,도봉구,255097.543
20240118,19,노원구,480044.7793
20240118,19,은평구,418328.6556
20240118,19,서대문구,355254.9624
20240118,19,마포구,489154.8004
20240118,19,양천구,375145.1819
20240118,19,강서구,538129.7552
20240118,19,구로구,387974.037
20240118,19,금천구,217852.9571
20240118,19,영등포구,497654.1899
20240118,19,동작구,367475.1679
20240118,19,관악구,451930.3559
20240118,19,서초구,609951.5128
20240118,19,강남구,911881.6768
20240118,19,송파구,768476.1814
20240118,19,강동구,497853.0181
20240118,20,종로구,280295.1893
20240118,20,중구,262654.5032
20240118,20,용산구,278437.3859
20240118,20,성동구,339376.3362
20240118,20,광진구,368183.0132
20240118,20,동대문구,332859.0479
20240118,20,중랑구,345956.4494
20240118,20,성북구,412107.2953
20240118,20,강북구,275643.7381
20240118,20,도봉구,261387.9494
20240118,20,노원구,489832.8917
20240118,20,은평구,430569.2068
20240118,20,서대문구,352570.3733
20240118,20,마포구,475827.2258
20240118,20,양천구,381041.6169
20240118,20,강서구,539900.6127
20240118,20,구로구,391241.2535
20240118,20,금천구,214079.9021
20240118,20,영등포구,478189.8636
20240118,20,동작구,374788.812
20240118,20,관악구,464359.1587
20240118,20,서초구,576460.1274
20240118,20,강남구,860258.0641
20240118,20,송파구,762406.5885
20240118,20,강동구,507507.6018
20240118,21,종로구,255657.7417
20240118,21,중구,236393.4536
20240118,21,용산구,269759.8969
20240118,21,성동구,335934.591
20240118,21,광진구,370260.5143
20240118,21,동대문구,336167.3766
20240118,21,중랑구,352684.0426
20240118,21,성북구,419053.3211
20240118,21,강북구,280448.2027
20240118,21,도봉구,266193.1854
20240118,21,노원구,496925.3659
20240118,21,은평구,441519.7982
20240118,21,서대문구,347859.2387
20240118,21,마포구,460889.1721
20240118,21,양천구,386729.9867
20240118,21,강서구,542265.646
20240118,21,구로구,391950.0878
20240118,21,금천구,210226.2604
20240118,21,영등포구,461886.7059
20240118,21,동작구,380399.9953
20240118,21,관악구,475510.2791
20240118,21,서초구,549761.4384
20240118,21,강남구,810146.7499
20240118,21,송파구,752316.9247
20240118,21,강동구,517390.8545
20240118,22,종로구,227951.5459
20240118,22,중구,210616.4906
20240118,22,용산구,261728.0866
20240118,22,성동구,332507.5339
20240118,22,광진구,370752.2833
20240118,22,동대문구,339343.0088
20240118,22,중랑구,359252.0817
20240118,22,성북구,424958.5522
20240118,22,강북구,285402.5447
20240118,22,도봉구,271053.5777
20240118,22,노원구,500166.9137
20240118,22,은평구,451509.0315
20240118,22,서대문구,345769.6486
20240118,22,마포구,439507.037
20240118,22,양천구,385782.3771
20240118,22,강서구,547413.3544
20240118,22,구로구,395608.1058
20240118,22,금천구,209041.1569
20240118,22,영등포구,449327.1488
20240118,22,동작구,384948.7053
20240118,22,관악구,486258.8535
20240118,22,서초구,520148.8417
20240118,22,강남구,746548.1254
20240118,22,송파구,746613.5647
20240118,22,강동구,528347.8148
20240118,23,종로구,209533.2972
20240118,23,중구,186305.8756
20240118,23,용산구,252508.5989
20240118,23,성동구,322445.332
20240118,23,광진구,364957.2771
20240118,23,동대문구,340093.0038
20240118,23,중랑구,369255.1621
20240118,23,성북구,427385.3616
20240118,23,강북구,291800.0858
20240118,23,도봉구,274536.668
20240118,23,노원구,506645.1941
20240118,23,은평구,461046.5944
20240118,23,서대문구,345019.8552
20240118,23,마포구,421659.1814
20240118,23,양천구,385489.9796
20240118,23,강서구,550432.4299
20240118,23,구로구,392608.9638
20240118,23,금천구,204225.9505
20240118,23,영등포구,428915.5011
20240118,23,동작구,389593.477
20240118,23,관악구,497889.1914
20240118,23,서초구,483962.3947
20240118,23,강남구,705918.6819
20240118,23,송파구,736945.9186
20240118,23,강동구,530230.0821
20240117,0,종로구,201972.9256
20240117,0,중구,176312.5582
20240117,0,용산구,249277.4899
20240117,0,성동구,321898.893
20240117,0,광진구,366939.5438
20240117,0,동대문구,343100.5632
20240117,0,중랑구,373404.9201
20240117,0,성북구,433812.8161
20240117,0,강북구,294415.9286
20240117,0,도봉구,278220.5103
20240117,0,노원구,511331.6636
20240117,0,은평구,467503.415
20240117,0,서대문구,347930.088
20240117,0,마포구,414501.653
20240117,0,양천구,390592.171
20240117,0,강서구,551313.3645
20240117,0,구로구,392182.838
20240117,0,금천구,206138.3933
20240117,0,영등포구,424400.1878
20240117,0,동작구,392469.0725
20240117,0,관악구,505339.0616
20240117,0,서초구,471715.0072
20240117,0,강남구,683749.4713
20240117,0,송파구,740086.829
20240117,0,강동구,536950.4258
20240117,1,종로구,201352.9449
20240117,1,중구,174028.3971
20240117,1,용산구,249073.1379
20240117,1,성동구,323164.0218
20240117,1,광진구,368193.811
20240117,1,동대문구,346107.5837
20240117,1,중랑구,375526.0938
20240117,1,성북구,435611.5498
20240117,1,강북구,295956.4301
20240117,1,도봉구,280099.0756
20240117,1,노원구,513817.4089
20240117,1,은평구,470663.7025
20240117,1,서대문구,349497.6433
20240117,1,마포구,412829.4742
20240117,1,양천구,391790.8753
20240117,1,강서구,553668.5162
20240117,1,구로구,392932.2568
20240117,1,금천구,207880.5115
20240117,1,영등포구,424289.17
20240117,1,동작구,393781.8181
20240117,1,관악구,508200.7928
20240117,1,서초구,469454.1853
20240117,1,강남구,677548.81
20240117,1,송파구,743209.5439
20240117,1,강동구,540260.1439
20240117,2,종로구,201334.8788
20240117,2,중구,173206.6854
20240117,2,용산구,249319.2594
20240117,2,성동구,325068.8499
20240117,2,광진구,370358.6245
20240117,2,동대문구,348405.4741
20240117,2,중랑구,377850.66
20240117,2,성북구,438358.1131
20240117,2,강북구,297509.7954
20240117,2,도봉구,282511.4603
20240117,2,노원구,516846.439
20240117,2,은평구,473406.716
20240117,2,서대문구,350520.4693
20240117,2,마포구,412998.6172
20240117,2,양천구,392972.4431
20240117,2,강서구,556124.0999
20240117,2,구로구,393952.467
20240117,2,금천구,208287.9099
20240117,2,영등포구,424816.1171
20240117,2,동작구,394726.7447
20240117,2,관악구,511140.4635
20240117,2,서초구,468168.5116
20240117,2,강남구,673248.1208
20240117,2,송파구,746395.7398
20240117,2,강동구,543288.235
20240117,3,종로구,201794.9269
20240117,3,중구,172463.1765
20240117,3,용산구,250247.7684
20240117,3,성동구,327455.6666
20240117,3,광진구,371535.9551
20240117,3,동대문구,350284.5415
20240117,3,중랑구,380049.6619
20240117,3,성북구,439888.0696
20240117,3,강북구,298677.6695
20240117,3,도봉구,284521.0038
20240117,3,노원구,519795.9163
20240117,3,은평구,475639.1484
20240117,3,서대문구,351538.1547
20240117,3,마포구,413034.0994
20240117,3,양천구,394929.7711
20240117,3,강서구,557410.1155
20240117,3,구로구,394689.1691
20240117,3,금천구,208803.1676
20240117,3,영등포구,426163.7637
20240117,3,동작구,396615.8314
20240117,3,관악구,513236.5501
20240117,3,서초구,467288.259
20240117,3,강남구,670683.6097
20240117,3,송파구,750317.4235
20240117,3,강동구,545738.2115
20240117,4,종로구,204633.2049
20240117,4,중구,172163.1317
20240117,4,용산구,252355.5247
20240117,4,성동구,329821.0943
20240117,4,광진구,373369.0773
20240117,4,동대문구,352988.8396
20240117,4,중랑구,380274.7061
20240117,4,성북구,441444.952
20240117,4,강북구,298231.4756
20240117,4,도봉구,285409.4308
20240117,4,노원구,521149.9427
20240117,4,은평구,475932.8116
20240117,4,서대문구,352832.8522
20240117,4,마포구,413624.4335
20240117,4,양천구,395658.447
20240117,4,강서구,560506.1787
20240117,4,구로구,395153.3236
20240117,4,금천구,209484.4728
20240117,4,영등포구,429216.3236
20240117,4,동작구,396626.3231
20240117,4,관악구,513756.3766
20240117,4,서초구,469511.0746
20240117,4,강남구,669861.6379
20240117,4,송파구,753521.4571
20240117,4,강동구,546807.43
20240117,5,종로구,208162.8119
20240117,5,중구,174572.9547
20240117,5,용산구,257856.3628
20240117,5,성동구,334587.7606
20240117,5,광진구,375126.4729
20240117,5,동대문구,353810.7915
20240117,5,중랑구,377218.0459
20240117,5,성북구,441081.9501
20240117,5,강북구,296602.4775
20240117,5,도봉구,284431.3683
20240117,5,노원구,518782.21
20240117,5,은평구,473966.228
20240117,5,서대문구,354481.6203
20240117,5,마포구,416314.4096
20240117,5,양천구,393754.5227
20240117,5,강서구,565204.3307
20240117,5,구로구,393050.6043
20240117,5,금천구,209273.278
20240117,5,영등포구,433319.7366
20240117,5,동작구,398405.5409
20240117,5,관악구,510627.7495
20240117,5,서초구,480290.8461
20240117,5,강남구,677586.6854
20240117,5,송파구,756064.4222
20240117,5,강동구,547095.7066
20240117,6,종로구,220097.4211
20240117,6,중구,191495.9679
20240117,6,용산구,267887.728
20240117,6,성동구,339151.6238
20240117,6,광진구,373273.0277
20240117,6,동대문구,353955.5915
20240117,6,중랑구,369266.1907
20240117,6,성북구,435020.6501
20240117,6,강북구,289795.1256
20240117,6,도봉구,279706.2519
20240117,6,노원구,508146.3653
20240117,6,은평구,464038.4774
20240117,6,서대문구,355341.3261
20240117,6,마포구,419363.283
20240117,6,양천구,387762.4517
20240117,6,강서구,567712.6776
20240117,6,구로구,390395.3705
20240117,6,금천구,212569.3347
20240117,6,영등포구,443815.4636
20240117,6,동작구,394916.2465
20240117,6,관악구,502038.5707
20240117,6,서초구,513765.622
20240117,6,강남구,705691.4284
20240117,6,송파구,759016.9268
20240117,6,강동구,542827.4477
20240117,7,종로구,255750.6169
20240117,7,중구,243385.9113
20240117,7,용산구,285069.2398
20240117,7,성동구,348675.3745
20240117,7,광진구,368830.7684
20240117,7,동대문구,353555.0665
20240117,7,중랑구,351921.0449
20240117,7,성북구,422229.4607
20240117,7,강북구,277957.6773
20240117,7,도봉구,270289.101
20240117,7,노원구,487966.3168
20240117,7,은평구,442518.7288
20240117,7,서대문구,364858.1073
20240117,7,마포구,425437.7259
20240117,7,양천구,373878.123
20240117,7,강서구,565597.2241
20240117,7,구로구,394232.2009
20240117,7,금천구,222351.4326
20240117,7,영등포구,491896.6026
20240117,7,동작구,389800.7426
20240117,7,관악구,480324.7904
20240117,7,서초구,569122.8231
20240117,7,강남구,775163.2081
20240117,7,송파구,761038.7369
20240117,7,강동구,527634.0054
20240117,8,종로구,311011.4872
20240117,8,중구,343289.1009
20240117,8,용산구,297742.7044
20240117,8,성동구,362671.9211
20240117,8,광진구,348288.6162
20240117,8,동대문구,345974.448
20240117,8,중랑구,327486.4681
20240117,8,성북구,397089.1262
20240117,8,강북구,263217.4469
20240117,8,도봉구,252090.7289
20240117,8,노원구,456801.4664
20240117,8,은평구,403355.199
20240117,8,서대문구,386600.6054
20240117,8,마포구,437558.8933
20240117,8,양천구,352696.4358
20240117,8,강서구,552297.1908
20240117,8,구로구,391447.6993
20240117,8,금천구,243398.6879
20240117,8,영등포구,545068.7042
20240117,8,동작구,363360.7492
20240117,8,관악구,440639.4444
20240117,8,서초구,641006.9335
20240117,8,강남구,912652.4589
20240117,8,송파구,762978.6107
20240117,8,강동구,498901.3809
20240117,9,종로구,345425.046
20240117,9,중구,395780.6861
20240117,9,용산구,301409.4556
20240117,9,성동구,364010.4364
20240117,9,광진구,333881.5487
20240117,9,동대문구,338891.6889
20240117,9,중랑구,311830.7118
20240117,9,성북구,384392.7499
20240117,9,강북구,252774.6924
20240117,9,도봉구,240111.2196
20240117,9,노원구,443078.261
20240117,9,은평구,379847.2616
20240117,9,서대문구,395118.1525
20240117,9,마포구,451188.7043
20240117,9,양천구,341760.0918
20240117,9,강서구,544784.6021
20240117,9,구로구,385658.9043
20240117,9,금천구,256529.1726
20240117,9,영등포구,566941.6243
20240117,9,동작구,342627.4013
20240117,9,관악구,414271.0424
20240117,9,서초구,691885.5097
20240117,9,강남구,1037041.701
20240117,9,송파구,765909.2899
20240117,9,강동구,481952.5162
20240117,10,종로구,368253.3291
20240117,10,중구,424931.6876
20240117,10,용산구,305492.6928
20240117,10,성동구,366302.2037
20240117,10,광진구,329056.9059
20240117,10,동대문구,337986.1383
20240117,10,중랑구,304246.1139
20240117,10,성북구,377571.0471
20240117,10,강북구,248856.713
20240117,10,도봉구,235783.5826
20240117,10,노원구,436648.4237
20240117,10,은평구,370136.0039
20240117,10,서대문구,398291.3153
20240117,10,마포구,460195.8926
20240117,10,양천구,336887.399
20240117,10,강서구,542726.3526
20240117,10,구로구,384923.3254
20240117,10,금천구,260081.8793
20240117,10,영등포구,577933.0982
20240117,10,동작구,333727.1044
20240117,10,관악구,404413.4155
20240117,10,서초구,717623.852
20240117,10,강남구,1092351.392
20240117,10,송파구,765894.9224
20240117,10,강동구,472601.2586
20240117,11,종로구,393924.0722
20240117,11,중구,445035.4486
20240117,11,용산구,309358.0108
20240117,11,성동구,365030.8223
20240117,11,광진구,328057.567
20240117,11,동대문구,338709.921
20240117,11,중랑구,298516.4171
20240117,11,성북구,373723.655
20240117,11,강북구,246949.245
20240117,11,도봉구,230838.3132
20240117,11,노원구,432820.8837
20240117,11,은평구,363263.0444
20240117,11,서대문구,394333.7412
20240117,11,마포구,471306.9845
20240117,11,양천구,331673.9007
20240117,11,강서구,539954.8437
20240117,11,구로구,382717.7482
20240117,11,금천구,260400.8437
20240117,11,영등포구,586794.1205
20240117,11,동작구,327977.0701
20240117,11,관악구,400417.2149
20240117,11,서초구,728898.7572
20240117,11,강남구,1122797.114
20240117,11,송파구,766135.9941
20240117,11,강동구,465590.7627
20240117,12,종로구,400154.9643
20240117,12,중구,452006.5891
20240117,12,용산구,313129.9765
20240117,12,성동구,368265.538
20240117,12,광진구,327320.8282
20240117,12,동대문구,338234.1062
20240117,12,중랑구,294821.6987
20240117,12,성북구,370981.9727
20240117,12,강북구,244211.6344
20240117,12,도봉구,229116.3173
20240117,12,노원구,431191.1905
20240117,12,은평구,359455.9056
20240117,12,서대문구,396712.8125
20240117,12,마포구,478706.7374
20240117,12,양천구,331039.8445
20240117,12,강서구,537905.0288
20240117,12,구로구,382419.3153
20240117,12,금천구,260690.566
20240117,12,영등포구,586649.5457
20240117,12,동작구,326422.6487
20240117,12,관악구,397197.349
20240117,12,서초구,737791.9399
20240117,12,강남구,1137409.793
20240117,12,송파구,765459.1012
20240117,12,강동구,459761.9677
20240117,13,종로구,401060.9871
20240117,13,중구,456755.4823
20240117,13,용산구,313953.9636
20240117,13,성동구,367564.135
20240117,13,광진구,328043.6244
20240117,13,동대문구,337713.8348
20240117,13,중랑구,294126.1401
20240117,13,성북구,370424.765
20240117,13,강북구,243169.3403
20240117,13,도봉구,228643.6309
20240117,13,노원구,430557.3208
20240117,13,은평구,356643.6623
20240117,13,서대문구,402877.2231
20240117,13,마포구,484213.081
20240117,13,양천구,331883.9127
20240117,13,강서구,537292.0795
20240117,13,구로구,381836.6425
20240117,13,금천구,261465.6494
20240117,13,영등포구,590279.3899
20240117,13,동작구,326048.434
20240117,13,관악구,393348.9283
20240117,13,서초구,744865.8663
20240117,13,강남구,1152591.719
20240117,13,송파구,767569.7851
20240117,13,강동구,459752.1101
20240117,14,종로구,402508.079
20240117,14,중구,452187.6468
20240117,14,용산구,313240.975
20240117,14,성동구,366705.0165
20240117,14,광진구,329251.1756
20240117,14,동대문구,335570.6005
20240117,14,중랑구,295524.9918
20240117,14,성북구,370839.358
20240117,14,강북구,243114.4273
20240117,14,도봉구,229418.584
20240117,14,노원구,429581.892
20240117,14,은평구,358908.9858
20240117,14,서대문구,403172.9174
20240117,14,마포구,488129.5546
20240117,14,양천구,333323.7664
20240117,14,강서구,536761.793
20240117,14,구로구,384280.5998
20240117,14,금천구,261752.4801
20240117,14,영등포구,589688.1666
20240117,14,동작구,327007.8847
20240117,14,관악구,392926.3945
20240117,14,서초구,741794.8649
20240117,14,강남구,1155026.98
20240117,14,송파구,770983.5709
20240117,14,강동구,461305.2128
20240117,15,종로구,395632.4189
20240117,15,중구,444753.5777
20240117,15,용산구,313764.6853
20240117,15,성동구,368528.829
20240117,15,광진구,331665.5667
20240117,15,동대문구,333369.6715
20240117,15,중랑구,298857.8282
20240117,15,성북구,374237.5697
20240117,15,강북구,245754.0173
20240117,15,도봉구,230819.0114
20240117,15,노원구,432630.9757
20240117,15,은평구,361807.3502
20240117,15,서대문구,398562.4002
20240117,15,마포구,491798.3782
20240117,15,양천구,337875.8552
20240117,15,강서구,537211.5812
20240117,15,구로구,385072.8073
20240117,15,금천구,260098.5566
20240117,15,영등포구,583146.1531
20240117,15,동작구,328038.6869
20240117,15,관악구,395241.1913
20240117,15,서초구,732833.8728
20240117,15,강남구,1143882.856
20240117,15,송파구,767708.6585
20240117,15,강동구,464981.9369
20240117,16,종로구,379701.7614
20240117,16,중구,427511.1632
20240117,16,용산구,314616.7493
20240117,16,성동구,369015.931
20240117,16,광진구,335711.6546
20240117,16,동대문구,328514.4716
20240117,16,중랑구,303507.2434
20240117,16,성북구,377749.9255
20240117,16,강북구,249566.7347
20240117,16,도봉구,232834.5526
20240117,16,노원구,436629.1513
20240117,16,은평구,368877.0732
20240117,16,서대문구,391605.0686
20240117,16,마포구,494796.2384
20240117,16,양천구,342877.369
20240117,16,강서구,537824.6451
20240117,16,구로구,386657.8148
20240117,16,금천구,258740.0535
20240117,16,영등포구,577404.1348
20240117,16,동작구,331391.9313
20240117,16,관악구,400223.0022
20240117,16,서초구,722370.2668
20240117,16,강남구,1118410.529
20240117,16,송파구,764887.9283
20240117,16,강동구,467928.9934
20240117,17,종로구,358519.1532
20240117,17,중구,394237.2651
20240117,17,용산구,308365.6274
20240117,17,성동구,367335.9848
20240117,17,광진구,346544.8651
20240117,17,동대문구,327301.5377
20240117,17,중랑구,313209.1198
20240117,17,성북구,383277.8319
20240117,17,강북구,254107.2239
20240117,17,도봉구,237603.4306
20240117,17,노원구,445068.4321
20240117,17,은평구,379978.7975
20240117,17,서대문구,379578.8556
20240117,17,마포구,495383.1145
20240117,17,양천구,350749.2117
20240117,17,강서구,534690.3764
20240117,17,구로구,393428.4358
20240117,17,금천구,252167.5735
20240117,17,영등포구,562869.3155
20240117,17,동작구,341952.8356
20240117,17,관악구,410208.3295
20240117,17,서초구,704388.8485
20240117,17,강남구,1068804.495
20240117,17,송파구,763480.3991
20240117,17,강동구,472344.2408
20240117,18,종로구,321764.089
20240117,18,중구,327017.4642
20240117,18,용산구,296145.5057
20240117,18,성동구,361622.5682
20240117,18,광진구,367432.4163
20240117,18,동대문구,331657.5748
20240117,18,중랑구,327723.1212
20240117,18,성북구,398140.5699
20240117,18,강북구,261389.8124
20240117,18,도봉구,245548.399
20240117,18,노원구,465479.5597
20240117,18,은평구,403020.8969
20240117,18,서대문구,359745.9556
20240117,18,마포구,492921.7568
20240117,18,양천구,362972.156
20240117,18,강서구,538443.5121
20240117,18,구로구,399335.3161
20240117,18,금천구,235841.208
20240117,18,영등포구,526149.4362
20240117,18,동작구,360922.3496
20240117,18,관악구,432400.5091
20240117,18,서초구,661423.1897
20240117,18,강남구,983562.395
20240117,18,송파구,764756.7244
20240117,18,강동구,487701.8024
20240117,19,종로구,292530.931
20240117,19,중구,281634.8871
20240117,19,용산구,282325.3781
20240117,19,성동구,346606.5026
20240117,19,광진구,367522.2644
20240117,19,동대문구,334087.1163
20240117,19,중랑구,340901.7404
20240117,19,성북구,407231.2059
20240117,19,강북구,273170.7563
20240117,19,도봉구,256651.0484
20240117,19,노원구,483392.4241
20240117,19,은평구,422309.2865
20240117,19,서대문구,355047.3932
20240117,19,마포구,482720.2352
20240117,19,양천구,375589.4703
20240117,19,강서구,544171.8021
20240117,19,구로구,393408.2129
20240117,19,금천구,220669.4577
20240117,19,영등포구,494089.9805
20240117,19,동작구,370069.4601
20240117,19,관악구,458035.3499
20240117,19,서초구,602658.4875
20240117,19,강남구,897093.5992
20240117,19,송파구,760193.6359
20240117,19,강동구,502779.2271
20240117,20,종로구,271501.4609
20240117,20,중구,253024.1939
20240117,20,용산구,273251.7209
20240117,20,성동구,340983.8649
20240117,20,광진구,367905.427
20240117,20,동대문구,334771.8174
20240117,20,중랑구,349217.28
20240117,20,성북구,415319.5473
20240117,20,강북구,277927.5284
20240117,20,도봉구,263575.739
20240117,20,노원구,491793.5438
20240117,20,은평구,433902.0717
20240117,20,서대문구,352329.0863
20240117,20,마포구,470608.3462
20240117,20,양천구,381236.8575
20240117,20,강서구,546051.5009
20240117,20,구로구,393858.6555
20240117,20,금천구,215083.1885
20240117,20,영등포구,475207.4749
20240117,20,동작구,375769.1986
20240117,20,관악구,469372.0951
20240117,20,서초구,567203.8275
20240117,20,강남구,844866.1229
20240117,20,송파구,754029.9943
20240117,20,강동구,511749.1743
20240117,21,종로구,247810.9543
20240117,21,중구,226620.4751
20240117,21,용산구,267095.2696
20240117,21,성동구,336971.44
20240117,21,광진구,369611.5692
20240117,21,동대문구,338365.4819
20240117,21,중랑구,356979.5841
20240117,21,성북구,422684.0294
20240117,21,강북구,283750.2441
20240117,21,도봉구,269355.7023
20240117,21,노원구,500493.2217
20240117,21,은평구,445647.7909
20240117,21,서대문구,351253.4125
20240117,21,마포구,455382.3443
20240117,21,양천구,388356.6805
20240117,21,강서구,549243.1854
20240117,21,구로구,395869.8467
20240117,21,금천구,212610.3026
20240117,21,영등포구,460322.4622
20240117,21,동작구,382563.7003
20240117,21,관악구,480498.1697
20240117,21,서초구,538622.3508
20240117,21,강남구,797774.968
20240117,21,송파구,749333.0863
20240117,21,강동구,520275.4327
20240117,22,종로구,227606.9457
20240117,22,중구,206218.4374
20240117,22,용산구,260973.9302
20240117,22,성동구,335308.546
20240117,22,광진구,372680.1596
20240117,22,동대문구,342183.8085
20240117,22,중랑구,365304.4379
20240117,22,성북구,430263.079
20240117,22,강북구,289099.836
20240117,22,도봉구,275387.0088
20240117,22,노원구,504214.7972
20240117,22,은평구,456649.0455
20240117,22,서대문구,350870.1806
20240117,22,마포구,439452.4477
20240117,22,양천구,390186.6304
20240117,22,강서구,552709.0817
20240117,22,구로구,399335.7135
20240117,22,금천구,211336.0099
20240117,22,영등포구,449372.2587
20240117,22,동작구,386046.3503
20240117,22,관악구,492726.8969
20240117,22,서초구,513714.896
20240117,22,강남구,747097.8942
20240117,22,송파구,747858.0525
20240117,22,강동구,529227.7408
20240117,23,종로구,211182.5484
20240117,23,중구,185021.3774
20240117,23,용산구,251880.389
20240117,23,성동구,323383.1034
20240117,23,광진구,364666.9417
20240117,23,동대문구,340608.2315
20240117,23,중랑구,368770.2539
20240117,23,성북구,428119.1135
20240117,23,강북구,291420.6843
20240117,23,도봉구,275215.9525
